ad_name,campaign_name,cost,purchases,conv_value
09/01/26 - Video UGC - Partnership Ad - Young Dynamic - SLEEPING - PERMANENT - #E - Light Tortoise - Ninalaurent - Femme - Sans Prix - V1 - H1,ASUC-(ALL)-PERF-UGC-INFLUENCE-INTER,86.56,1,100.5
04/06/26 - Image - All targets - SUN - ALEGRIA - #LUZ - Pomodoro - MoMa - Avec Prix - V1,ASUC-(HISTO)-FRANCE-(FR)-PERF-RTG,86.51,8,362.24
10/07/26 - Image - Young Dynamic - SUN - #OFFICE - Golden Green - MoMa - Avec prix - V1,ASUC-(NEW)-ITALIE-(IT)-PERF-RTG,86.3,7,351.5
22/06/26 - Video UGC - Young Dynamic - SUN - ESSENTIAL EDITION - #ECHO - Multi Variantes - UGC Camille Le Super Cent - Sans Prix - V1 - H1,ASUC-(NEW)-SUISSE-(CH)-PERF-ACQ-COLD,86.08,3,285.14
04/06/26 - Image - All targets - SUN - ALEGRIA - #BAY - Black Olive - MoMa - Avec Prix - V1,ASUC-(NEW)-ITALIE-(IT)-PERF-RTG,85.52,7,281.5
20/05/26 - Image - All Targets - SUN - ALEGRIA - #LUZ - Pomodoro - Split Screen - 1 Lunette - Avec prix - V2,ASUC-(NEW)-CROATIE-(HR)-PERF-RTG,84.75,12,594.68
21/04/26 - Image - All targets - SUN - ESSENTIAL EDITION - #ECHO - Caramel Pearl - Packshot Face USP fléchés - Sans Prix - V1,ASUC-(NEW)-ESPAGNE-(ES)-PERF-ACQ-COLD,84.71,4,251
21/04/26 - Image - All targets - SUN - ESSENTIAL EDITION - #ECHO - Granit - Packshot Face USP fléchés - Sans Prix - V1,ASUC-(NEW)-BELGIQUE-(BE)-PERF-RTG,84.64,10,812
20/05/26 - Image - All Targets - SUN - ALEGRIA - #LUZ - Multi Variantes - Split Screen - 3 Lunettes - Avec prix - V3,ASUC-(NEW)-ESPAGNE-(ES)-PERF-ACQ-COLD,84.4,3,131.28
22/06/26 - Video UGC - Young Dynamic - SUN - ESSENTIAL EDITION - #ECHO - Multi Variantes - UGC Camille Le Super Cent - Sans Prix - V1 - H1,ASUC-(HISTO)-US-(US)-PERF-ACQ-COLD,84,1,44.17
21/04/26 - Video Brand - All targets - SUN - ESSENTIAL EDITION - #ECHO - Multi Variantes - Sans Prix - V1 - H1,ASUC-(HISTO)-FRANCE-(FR)-PERF-ACQ-COLD,83.58,5,271.47
22/06/26 - Video UGC - Young Dynamic - SUN - ESSENTIAL EDITION - #ECHO - Multi Variantes - UGC Camille Le Super Cent - Sans Prix - V1 - H1,ASUC-(NEW)-ESPAGNE-(ES)-PERF-RTG,83.31,9,489.48
20/05/26 - Video UGC - All targets - SUN - ALEGRIA - #BAY - Basil Love - Homme Face Cam Selfie Porté - Sans Prix - V1 - H1,ASUC-(HISTO)-UK-(UK)-PERF-RTG,83.08,6,364.09
01/07/26 - Video UGC - Young Dynamic - SUN - CROSSROADS - Multi Variantes - Multi Modèles - UGC in Store - Sans Prix - V1 - H1,ASUC-(NEW)-ITALIE-(IT)-PERF-ACQ-COLD,83.07,2,74.5
14/01/26 - Video Social Friendly - Young Dynamic - SLEEPING - PERMANENT - #D - Multi Variantes - Unboxing Musique - Sans Prix - V1 - H1,ASUC-(NEW)-ITALIE-(IT)-PERF-ACQ-COLD,82.99,,
20/05/26 - Image - All targets - SUN - ALEGRIA - #LUZ - Pasty Dream - Still Life - Avec Prix - V1,ASUC-(NEW)-AUTRICHE-(AT)-PERF-RTG,82.7,9,598.31
17/02/26 - Video Social Friendly - Young Dynamic - SUN - CROSSROADS - #M - Vidéo Touch - V1 - H1,ASUC-(NEW)-SUISSE-(CH)-PERF-RTG,82.55,2,180.42
19/06/26 - Video UGC - Young Dynamic - SUN - ALEGRIA - Multi Variantes - Multi Modèles - UGC Nina in Store - Sans Prix - V1 - H1,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-ACQ-COLD,82.24,,
21/05/26 - Image - All targets - SUN - ALEGRIA - #LUZ - Multi Variantes - Packshot Face - Avec Prix - V1,ASUC-(NEW)-SUISSE-(CH)-PERF-RTG,81.54,3,338.15
20/05/26 - Image - All targets - SUN - ALEGRIA - #LUZ - Pasty Dream - Still Life - Avec Prix - V1,ASUC-(NEW)-PERF-RTG-WARM-ROW,81.5,,
10/07/26 - Image - Young Dynamic - SUN - #ROAD - Tortoise - MoMa - Avec prix - V1,ASUC-(NEW)-ESPAGNE-(ES)-PERF-RTG,81.36,4,241
19/06/26 - Video UGC - Young Dynamic - SUN - ALEGRIA - Multi Variantes - Multi Modèles - UGC Nina in Store - Sans Prix - V1 - H1,ASUC-(NEW)-MEXIQUE-(MX)-PERF-ACQ-COLD,81.2,1,270.41
21/05/26 - Image - All targets - SUN - ALEGRIA - #BAY - Black Olive - Packshot 3 Angles - Avec Prix - V1,ASUC-(NEW)-ITALIE-(IT)-PERF-RTG,80.95,6,407.79
11/03/26 - Image - Young Dynamic - SUN - CROSSROADS - Road - Black - Packshot MoMa - Avec Prix - V1,ASUC-(HISTO)-UK-(UK)-PERF-RTG,80.79,4,260.88
21/04/26 - Image - All targets - SUN - ESSENTIAL EDITION - #ECHO - Caramel Pearl - Packshot - Sans Prix - V1,ASUC-(NEW)-SUISSE-(CH)-PERF-RTG,80.71,4,449.77
21/04/26 - Image - All targets - SUN - ESSENTIAL EDITION - #ECHO - Granit - Packshot Face USP fléchés - Sans Prix - V1,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-RTG,79.95,7,525
17/07/26 - Motion - Young Parent - KIDS - PERMANENT - Multi Modèles - Multi Variantes - Braderie Sociale - Fonds - Sans Prix - V1,ASUC-(ALL)-PERF-KIDS-INTER,79.88,2,73
04/06/26 - Image - All targets - SUN - ALEGRIA - #BAY - Black Olive - MoMa - Avec Prix - V1,ASUC-STEPHANE-(HISTO)-US-(US)-PERF-RTG,79.77,3,164.56
14/04/26 - Image - All targets - SUN - PERMANENT - #D - Light Tortoise - Sun Polarises USP - Sans Prix - V1,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-RTG,79.25,2,203.97
19/06/26 - Video UGC - Young Dynamic - SUN - ALEGRIA - Multi Variantes - Multi Modèles - UGC Nina in Store - Sans Prix - V1 - H1,ASUC-(NEW)-NORVEGE-(NO)-PERF-ACQ-COLD,79.14,4,868.58
20/05/26 - Video UGC - All targets - SUN - ALEGRIA - #LUZ - Pasty Dream - Femme Porté - Sans Prix - V1 - H1,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-ACQ-COLD,78.76,1,50.42
21/05/26 - Image - All targets - SUN - ALEGRIA - #LUZ - Pomodoro - Packshot 3 Angles - Avec Prix - V1,ASUC-(NEW)-BELGIQUE-(BE)-PERF-ACQ-COLD,78.63,3,151.46
10/07/26 - Image - Young Dynamic - SUN - #OFFICE - Golden Green - MoMa - Avec prix - V1,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-RTG,78.18,1,43.5
21/04/26 - Image - All targets - SUN - ESSENTIAL EDITION - #ECHO - Caramel Pearl - Packshot - Sans Prix - V1,ASUC-(HISTO)-US-(US)-PERF-ACQ-COLD,78.09,2,141.76
07/07/26 - Motion - All targets - SUN - PERMANENT - Multi Modèles - Multi Variantes - Promo - 2 Paires achetées = 1 offerte - Sans Prix - V1,ASUC-(NEW)-MEXIQUE-(MX)-PERF-RTG,77.96,5,498.26
10/07/26 - Image - Young Dynamic - SUN - #ROAD - Tortoise - MoMa - Avec prix - V1,ASUC-(NEW)-ITALIE-(IT)-PERF-RTG,77.57,1,50.5
20/05/26 - Image - All targets - SUN - ALEGRIA - #LUZ - Pasty Dream - Still Life - Avec Prix - V1,ASUC-(NEW)-PORTUGAL-(PT)-PERF-ACQ-COLD,77.42,,
18/03/26 - Video Social Friendly - Young Parent - KIDS - BONPOINT - #ROAD - Glossy Havane -  Unboxing - Sans Prix - V1 - H1,ASUC-(NEW)-CROATIE-(HR)-PERF-ACQ-COLD,77.37,2,102
20/05/26 - Image - All Targets - SUN - ALEGRIA - #LUZ - Pomodoro - Split Screen - 1 Lunette - Avec prix - V2,ASUC-(NEW)-CANADA-(CA)-PERF-ACQ-COLD,77.35,3,239.08
20/05/26 - Video UGC - All targets - SUN - ALEGRIA - #LUZ - Pasty Dream - Femme Porté - Sans Prix - V1 - H1,ASUC-(HISTO)-UK-(UK)-PERF-ACQ-COLD,77.34,3,101.79
21/04/26 - Image - All targets - SUN - ESSENTIAL EDITION - #ECHO - Caramel Pearl - Packshot - Sans Prix - V1,ASUC-(HISTO)-UK-(UK)-PERF-ACQ-COLD,77.19,6,372.15
04/06/26 - Image - All targets - SUN - ALEGRIA - #BAY - Black Olive - MoMa - Avec Prix - V1,ASUC-(HISTO)-UK-(UK)-PERF-ACQ-COLD,76.4,1,52.08
04/06/26 - Image - All targets - SUN - ALEGRIA - #BAY - Black Olive - MoMa - Avec Prix - V1,ASUC-(NEW)-ITALIE-(IT)-PERF-ACQ-COLD,76.34,1,61.47
20/05/26 - Video UGC - All targets - SUN - ALEGRIA - Multi Modèles - Multi Variantes - Mixte Face Cam Selfie Porté - Sans Prix - V1 - H1,ASUC-(HISTO)-UK-(UK)-PERF-ACQ-COLD,76.05,,
20/05/26 - Image - All targets - SUN - ALEGRIA - #LUZ - Pasty Dream - Still Life - Avec Prix - V1,ASUC-(NEW)-CANADA-(CA)-PERF-ACQ-COLD,75.89,,
20/05/26 - Image - All Targets - SUN - ALEGRIA - #LUZ - Multi Variantes - Split Screen - 3 Lunettes - Avec prix - V3,ASUC-(NEW)-ESPAGNE-(ES)-PERF-RTG,74.99,4,138.39
14/04/26 - Image - All targets - SUN - PERMANENT - #D - Tortoise - Sun Polarises USP - Sans Prix - V1,ASUC-(HISTO)-US-(US)-PERF-ACQ-COLD,74.53,,
04/06/26 - Image - All targets - SUN - ALEGRIA - #BAY - Black Olive - MoMa - Avec Prix - V1,ASUC-(HISTO)-UK-(UK)-PERF-RTG,74.07,2,80.96
04/06/26 - Image - All targets - SUN - ALEGRIA - #BAY - Black Olive - MoMa - Avec Prix - V1,ASUC-(HISTO)-FRANCE-(FR)-PERF-RTG,73.16,5,301.39
11/03/26 - Image - Young Dynamic - SUN - CROSSROADS - Road - Turquoise Stone - Packshot MoMa - Avec Prix - V1,ASUC-(NEW)-BELGIQUE-(BE)-PERF-RTG,73.12,4,693.82
Publication Instagram : Visiting Paris? A stop at...,Publication Instagram : Visiting Paris? A stop at...,72.65,,
10/07/26 - Image - Young Dynamic - SUN - #OFFICE - Golden Green - MoMa - Avec prix - V1,ASUC-(NEW)-AUTRICHE-(AT)-PERF-RTG,72.23,2,180
11/03/26 - Image - Young Dynamic - SUN - CROSSROADS - Road - Turquoise Stone - Packshot MoMa - Avec Prix - V1,ASUC-(NEW)-ESPAGNE-(ES)-PERF-RTG,72.23,5,433.98
21/05/26 - Image - All targets - SUN - ALEGRIA - #LUZ - Multi Variantes - Packshot Face - Avec Prix - V1,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-ACQ-COLD,72.18,2,121.85
21/05/26 - Image - All targets - SUN - ALEGRIA - #BAY - Black Olive - Packshot 3 Angles - Avec Prix - V1,ASUC-(NEW)-BELGIQUE-(BE)-PERF-ACQ-COLD,72.06,1,36.24
21/05/26 - Image - All targets - SUN - ALEGRIA - #LUZ - Multi Variantes - Packshot Face - Avec Prix - V1,ASUC-(HISTO)-UK-(UK)-PERF-RTG,71.79,,
21/04/26 - Image - All targets - SUN - ESSENTIAL EDITION - #ECHO - Granit - Packshot Face USP fléchés - Sans Prix - V1,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-RTG,71.61,,
13/03/26 - Image - Young Presbyte - READING - PERMANENT - #Office - Tortoise - Packshot MoMa - Avec Prix - V1,ASUC-(HISTO)-US-(US)-PERF-ACQ-COLD,71.54,1,51.25
04/06/26 - Image - All targets - SUN - ALEGRIA - #LUZ - Pomodoro - MoMa - Avec Prix - V1,ASUC-(NEW)-ITALIE-(IT)-PERF-RTG,71.31,3,136.97
18/03/26 - Image - Young Parent - KIDS - BONPOINT - Multi Modèles - Packshot Face - Avec Prix - V1,ASUC-(NEW)-CROATIE-(HR)-PERF-RTG,71.18,5,190
22/06/26 - Video UGC - Young Dynamic - SUN - ESSENTIAL EDITION - #ECHO - Multi Variantes - UGC Camille Le Super Cent - Sans Prix - V1 - H1,ASUC-(HISTO)-FRANCE-(FR)-PERF-ACQ-COLD,71.11,2,108.33
30/03/26 - Video Social Friendly - Young Dynamic - SUN - PERMANENT - Multi Modèles - Vintage Cream - Unboxing - Sans Prix - V2 - H1,ASUC-(HISTO)-UK-(UK)-PERF-RTG,70.99,4,264.23
21/04/26 - Image - All targets - SUN - ESSENTIAL EDITION - #ECHO - Caramel Pearl - Packshot Face USP fléchés - Sans Prix - V1,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-RTG,70.6,6,363
22/06/26 - Video UGC - Young Dynamic - SUN - PERMANENT - #D - Tortoise - UGC Lison Le Super Cent - Sans Prix - V1 - H1,ASUC-(HISTO)-US-(US)-PERF-RTG,70.08,3,123.43
21/05/26 - Image - All targets - SUN - ALEGRIA - #BAY - Basil Love - Packshot 3 Angles - Avec Prix - V1,ASUC-(HISTO)-UK-(UK)-PERF-RTG,70.05,1,127.17
05/05/26 - Video Social Friendly - All targets - SUN - ESSENTIAL EDITION - #ECHO - Granit - Unboxing - Sans Prix - V2 - H1,ASUC-(HISTO)-US-(US)-PERF-ACQ-COLD,69.98,,
30/06/26 - Image - Young Presbyte - READING - PERMANENT - #E - Light Tortoise - Reading USP - Sans Prix - V1,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-ACQ-COLD,69.73,,
17/07/26 - Motion - Young Parent - KIDS - PERMANENT - Multi Modèles - Multi Variantes - Braderie Sociale - Illustrations - Sans Prix - V1,ASUC-(ALL)-PERF-KIDS-INTER,69.51,6,408.82
20/05/26 - Image - All Targets - SUN - ALEGRIA - #LUZ - Multi Variantes - Split Screen - 3 Lunettes - Avec prix - V3,ASUC-(NEW)-CROATIE-(HR)-PERF-ACQ-COLD,69.32,10,436.04
18/03/26 - Image - Young Parent - KIDS - BONPOINT - Multi Modèles - Packshot Face - Avec Prix - V1,ASUC-(NEW)-ESPAGNE-(ES)-PERF-RTG,68.75,2,71
21/05/26 - Image - All targets - SUN - ALEGRIA - #LUZ - Pasty Dream - Packshot 3 Angles - Avec Prix - V1,ASUC-(HISTO)-UK-(UK)-PERF-RTG,68.41,6,410.73
20/05/26 - Image - All Targets - SUN - ALEGRIA - #LUZ - Multi Variantes - Split Screen - 3 Lunettes - Avec prix - V3,ASUC-(NEW)-PERF-RTG-WARM-ROW,68.06,2,160.32
20/05/26 - Video UGC - All targets - SUN - ALEGRIA - #BAY - Basil Love - Homme Face Cam Selfie Porté - Sans Prix - V1 - H1,ASUC-(HISTO)-UK-(UK)-PERF-ACQ-COLD,67.73,,
20/05/26 - Video UGC - All targets - SUN - ALEGRIA - #BAY - Basil Love - Homme Face Cam Selfie Porté - Sans Prix - V1 - H1,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-ACQ-COLD,67.68,1,49.54
04/06/26 - Image - All targets - SUN - ALEGRIA - #LUZ - Pomodoro - MoMa - Avec Prix - V1,ASUC-(NEW)-SUISSE-(CH)-PERF-RTG,67.35,5,431.53
04/06/26 - Image - All targets - SUN - ALEGRIA - #LUZ - Pomodoro - MoMa - Avec Prix - V1,ASUC-(NEW)-CROATIE-(HR)-PERF-RTG,66.77,3,160.12
10/07/26 - Image - Young Dynamic - SUN - #ROAD - Tortoise - MoMa - Avec prix - V1,ASUC-(NEW)-PERF-RTG-WARM-ROW,66.7,4,312.44
19/06/26 - Video UGC - Young Dynamic - SUN - ALEGRIA - Multi Variantes - Multi Modèles - UGC Nina in Store - Sans Prix - V1 - H1,ASUC-(NEW)-PORTUGAL-(PT)-PERF-ACQ-COLD,66.63,3,170.09
20/05/26 - Image - All Targets - SUN - ALEGRIA - #LUZ - Pomodoro - Split Screen - 1 Lunette - Avec prix - V2,ASUC-(NEW)-BELGIQUE-(BE)-PERF-RTG,66.33,2,96.58
21/04/26 - Image - All targets - SUN - ESSENTIAL EDITION - #ECHO - Granit - Porté Femme - Sans Prix - V1,ASUC-(NEW)-SUISSE-(CH)-PERF-ACQ-COLD,66.2,3,274.52
Carrousel DAd - Young Dynamic - SUN - PERMANENT - All Products - Multi Modèles - Flux Sans Habillage - Packshot Face - Sans Prix - V1,ASUC-(NEW)-POLOGNE-(PL)-PERF-ACQ-COLD,65.58,5,210.85
18/03/26 - Video Social Friendly - Young Parent - KIDS - BONPOINT - #ROAD - Glossy Havane -  Unboxing - Sans Prix - V1 - H1,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-RTG,65.36,4,167.5
26/03/26 - Carrousel - Young Presbyte - READING - PERMANENT - #Office - Multi Variantes - Packshot MoMa - Avec Prix - V1,ASUC-(HISTO)-UK-(UK)-PERF-ACQ-COLD,64.94,2,131.99
11/03/26 - Image - Young Dynamic - SUN - CROSSROADS - Road - Black - Packshot MoMa - Avec Prix - V1,ASUC-(HISTO)-US-(US)-PERF-RTG,64.9,,
22/06/26 - Video UGC - Young Dynamic - SUN - ESSENTIAL EDITION - #ECHO - Multi Variantes - UGC Camille Le Super Cent - Sans Prix - V1 - H1,ASUC-(NEW)-ESPAGNE-(ES)-PERF-ACQ-COLD,64.71,3,156
14/04/26 - Image - All targets - SUN - PERMANENT - #D - Sandstorm - Sun Polarises USP - Sans Prix - V1,ASUC-(HISTO)-UK-(UK)-PERF-RTG,64.47,5,359.63
20/05/26 - Image - All Targets - SUN - ALEGRIA - #LUZ - Pomodoro - Split Screen - 1 Lunette - Avec prix - V2,ASUC-STEPHANE-(HISTO)-US-(US)-PERF-RTG,64.38,2,113.23
21/05/26 - Image - All targets - SUN - ALEGRIA - #LUZ - Pasty Dream - Packshot 3 Angles - Avec Prix - V1,ASUC-(NEW)-ESPAGNE-(ES)-PERF-ACQ-COLD,64.3,4,195.04
04/06/26 - Image - All targets - SUN - ALEGRIA - #LUZ - Pastry Dream - MoMa - Avec Prix - V1,ASUC-(NEW)-SUISSE-(CH)-PERF-RTG,64.28,2,101.35
14/04/26 - Image - All targets - SUN - PERMANENT - #D - Light Tortoise - Sun Polarises USP - Sans Prix - V1,ASUC-(NEW)-NORVEGE-(NO)-PERF-ACQ-COLD,64.09,4,281.52
04/06/26 - Image - All targets - SUN - ALEGRIA - #BAY - Black Olive - MoMa - Avec Prix - V1,ASUC-(NEW)-ESPAGNE-(ES)-PERF-RTG,64.08,,
18/12/25 - Image Collection - Young Presbyte - READING - PERMANENT - #D - Frozen Blue - Packshot MoMa - Avec Prix - V1,ASUC-STEPHANE-(HISTO)-US-(US)-PERF-RTG,64.07,5,304.05
18/12/25 - Image Collection - Young Presbyte - READING - PERMANENT - #D - Blue Navy - Packshot MoMa - Avec Prix - V1,ASUC-(NEW)-AUTRICHE-(AT)-PERF-RTG,63.76,6,462.83
18/03/26 - Video Social Friendly - Young Parent - KIDS - BONPOINT - #ROAD - Glossy Havane -  Unboxing - Sans Prix - V1 - H1,ASUC-(NEW)-ITALIE-(IT)-PERF-RTG,63.69,3,220
21/04/26 - Image - All targets - SUN - ESSENTIAL EDITION - #ECHO - Caramel Pearl - Packshot - Sans Prix - V1,ASUC-(HISTO)-FRANCE-(FR)-PERF-RTG,63.56,6,512.49
20/05/26 - Image - All Targets - SUN - ALEGRIA - #LUZ - Pasty Dream - Split Screen - 1 Lunette - Avec prix - V3,ASUC-(HISTO)-US-(US)-PERF-ACQ-COLD,63.51,1,94.89
10/07/26 - Image - Young Dynamic - SUN - #OFFICE - Golden Green - MoMa - Avec prix - V1,ASUC-(NEW)-BELGIQUE-(BE)-PERF-RTG,63.41,5,385.41
01/07/26 - Video UGC - Young Dynamic - SUN - CROSSROADS - Multi Variantes - Multi Modèles - UGC in Store - Sans Prix - V1 - H1,ASUC-(NEW)-PERF-RTG-WARM-ROW,63.27,,
04/06/26 - Image - All targets - SUN - ALEGRIA - #BAY - Black Olive - MoMa - Avec Prix - V1,ASUC-(NEW)-PERF-RTG-WARM-ROW,63.19,1,116.93
21/05/26 - Image - All targets - SUN - ALEGRIA - #BAY - Black Olive - Packshot 3 Angles - Avec Prix - V1,ASUC-(HISTO)-FRANCE-(FR)-PERF-RTG,62.84,7,266.98
21/04/26 - Image - All targets - SUN - ESSENTIAL EDITION - #ECHO - Granit - Packshot Face USP fléchés - Sans Prix - V1,ASUC-(NEW)-ESPAGNE-(ES)-PERF-RTG,62.48,1,50.5
19/06/26 - Video UGC - Young Dynamic - SUN - ALEGRIA - Multi Variantes - Multi Modèles - UGC Nina in Store - Sans Prix - V1 - H1,ASUC-(NEW)-SUEDE-(SE)-PERF-ACQ-COLD,62.46,2,255.47
20/05/26 - Image - All Targets - SUN - ALEGRIA - #LUZ - Multi Variantes - Split Screen - 3 Lunettes - Avec prix - V3,ASUC-(NEW)-CANADA-(CA)-PERF-RTG,62.24,1,136.7
22/06/26 - Video UGC - Young Dynamic - SUN - ALEGRIA - #LUZ - Blue Riviera - UGC Coline Le Super Cent - Sans Prix - V1 - H1,ASUC-(HISTO)-UK-(UK)-PERF-RTG,62.2,5,202.72
21/05/26 - Image - All targets - SUN - ALEGRIA - #BAY - Basil Love - Packshot 3 Angles - Avec Prix - V1,ASUC-(HISTO)-US-(US)-PERF-ACQ-COLD,62.02,1,43.24
20/05/26 - Image - All targets - SUN - ALEGRIA - #LUZ - Pasty Dream - Still Life - Avec Prix - V1,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-ACQ-COLD,61.92,1,23.84
21/05/26 - Image - All targets - SUN - ALEGRIA - #LUZ - Pomodoro - Packshot 3 Angles - Avec Prix - V1,ASUC-(NEW)-CANADA-(CA)-PERF-ACQ-COLD,61.78,2,115.37
22/06/26 - Video UGC - Young Dynamic - SUN - PERMANENT - #D - Tortoise - UGC Lison Le Super Cent - Sans Prix - V1 - H1,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-RTG,61.7,4,166.1
21/04/26 - Image - All targets - SUN - ESSENTIAL EDITION - #ECHO - Caramel Pearl - Packshot Face USP fléchés - Sans Prix - V1,ASUC-(NEW)-SUISSE-(CH)-PERF-RTG,61.69,1,49.95
21/05/26 - Image - All targets - SUN - ALEGRIA - #LUZ - Multi Variantes - Packshot Face - Avec Prix - V1,ASUC-(HISTO)-US-(US)-PERF-ACQ-COLD,61.45,,
22/06/26 - Video UGC - Young Dynamic - SUN - PERMANENT - #OFFICE - Multi Variantes - UGC Emma Le Super Cent - Sans Prix - V1 - H1,ASUC-STEPHANE-(HISTO)-US-(US)-PERF-ACQ-COLD-SUN,61.4,,
21/05/26 - Image - All targets - SUN - ALEGRIA - #BAY - Basil Love - Packshot 3 Angles - Avec Prix - V1,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-RTG,61.29,,
20/05/26 - Video UGC - All targets - SUN - ALEGRIA - #LUZ - Blue Riviera - Femme Porté - Sans Prix - V1 - H1,ASUC-(HISTO)-FRANCE-(FR)-PERF-ACQ-COLD,61.24,,
21/05/26 - Image - All targets - SUN - ALEGRIA - #BAY - Black Olive - Packshot 3 Angles - Avec Prix - V1,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-ACQ-COLD,61.2,1,43.11
21/05/26 - Image - All targets - SUN - ALEGRIA - #LUZ - Pomodoro - Packshot 3 Angles - Avec Prix - V1,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-RTG,61.17,,
20/05/26 - Video UGC - All targets - SUN - ALEGRIA - #LUZ - Blue Riviera - Femme Porté - Sans Prix - V1 - H1,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-ACQ-COLD,60.9,1,88.24
21/04/26 - Image - All targets - SUN - ESSENTIAL EDITION - #ECHO - Granit - Porté Femme - Sans Prix - V1,ASUC-(HISTO)-US-(US)-PERF-ACQ-COLD,60.44,2,164.88
21/05/26 - Image - All targets - SUN - ALEGRIA - #LUZ - Pasty Dream - Packshot 3 Angles - Avec Prix - V1,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-ACQ-COLD,60.41,2,91.56
21/05/26 - Image - All targets - SUN - ALEGRIA - #LUZ - Multi Variantes - Packshot Face - Avec Prix - V1,ASUC-(NEW)-CROATIE-(HR)-PERF-ACQ-COLD,60.14,3,121.2
11/03/26 - Image - Young Dynamic - SUN - CROSSROADS - Road - Turquoise Stone - Packshot MoMa - Avec Prix - V1,ASUC-(NEW)-MEXIQUE-(MX)-PERF-RTG,59.84,1,108.76
21/04/26 - Image - All targets - SUN - ESSENTIAL EDITION - #ECHO - Caramel Pearl - Packshot - Sans Prix - V1,ASUC-(NEW)-ESPAGNE-(ES)-PERF-ACQ-COLD,59.7,3,97
07/07/26 - Motion - All targets - SUN - PERMANENT - Multi Modèles - Multi Variantes - Promo - 2 Paires achetées = 1 offerte - Sans Prix - V1,ASUC-(NEW)-PORTUGAL-(PT)-PERF-RTG,59.53,8,531
18/03/26 - Video Social Friendly - Young Parent - KIDS - BONPOINT - #ROAD - Glossy Havane -  Unboxing - Sans Prix - V1 - H1,ASUC-(NEW)-ITALIE-(IT)-PERF-ACQ-COLD,59.49,1,65.5
22/06/26 - Video UGC - Young Dynamic - SUN - ESSENTIAL EDITION - #ECHO - Multi Variantes - UGC Camille Le Super Cent - Sans Prix - V1 - H1,ASUC-STEPHANE-(HISTO)-US-(US)-PERF-RTG,59.41,2,88.24
20/05/26 - Image - All Targets - SUN - ALEGRIA - #LUZ - Multi Variantes - Split Screen - 3 Lunettes - Avec prix - V2,ASUC-(HISTO)-MULTI-(HISTO)-PERF-LABO,58.96,1,49.08
04/06/26 - Image - All targets - SUN - ALEGRIA - #BAY - Black Olive - MoMa - Avec Prix - V1,ASUC-(NEW)-CROATIE-(HR)-PERF-RTG,58.83,3,123.4
21/04/26 - Image - All targets - SUN - ESSENTIAL EDITION - #ECHO - Caramel Pearl - Packshot - Sans Prix - V1,ASUC-(HISTO)-US-(US)-PERF-RTG,58.81,2,101.91
06/05/26 - Image - Young Parent - SUN - PERMANENT - #ROAD - Multi Variantes - Emswells - Porté Femme & Kids - Sans Prix - V1,ASUC-(HISTO)-US-(US)-PERF-ACQ-COLD,58.76,,
04/06/26 - Image - All targets - SUN - ALEGRIA - #LUZ - Pastry Dream - MoMa - Avec Prix - V1,ASUC-(NEW)-BELGIQUE-(BE)-PERF-ACQ-COLD,58.46,1,23.84
22/06/26 - Video UGC - Young Dynamic - SUN - ESSENTIAL EDITION - #ECHO - Multi Variantes - UGC Camille Le Super Cent - Sans Prix - V1 - H1,ASUC-(NEW)-BELGIQUE-(BE)-PERF-ACQ-COLD,58.17,2,176.6
21/05/26 - Image - All targets - SUN - ALEGRIA - #LUZ - Multi Variantes - Packshot Face - Avec Prix - V1,ASUC-(NEW)-PERF-RTG-WARM-ROW,58.12,6,376.97
11/03/26 - Image - Young Dynamic - SUN - CROSSROADS - Road - Turquoise Stone - Packshot MoMa - Avec Prix - V1,ASUC-(NEW)-CANADA-(CA)-PERF-ACQ-COLD,58.02,2,113.88
21/05/26 - Image - All targets - SUN - ALEGRIA - #BAY - Black Olive - Packshot 3 Angles - Avec Prix - V1,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-RTG,57.87,4,161.46
21/05/26 - Image - All targets - SUN - ALEGRIA - #LUZ - Multi Variantes - Packshot Face - Avec Prix - V1,ASUC-(NEW)-ITALIE-(IT)-PERF-RTG,57.86,2,68.95
21/05/26 - Image - All targets - SUN - ALEGRIA - #LUZ - Pomodoro - Packshot 3 Angles - Avec Prix - V1,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-ACQ-COLD,57.49,1,41.37
